sentence,key_point,stance,label
The City needs more subsidized housing.,We need to manage growth better.,-1,0
The City needs more subsidized housing.,Real estate taxes are too high,-1,0
The City needs more subsidized housing.,Please provide safety for cyclists.,-1,0
The City needs more subsidized housing.,Utilities are too high.,-1,0
The City needs more subsidized housing.,ROAD QUALITY IS POOR,-1,0
The City needs more subsidized housing.,We need infrastructure to support rapid growth,-1,0
The City needs more subsidized housing.,Affordable housing for low income /working families,-1,-1
The City needs more subsidized housing.,Growth needs to pay for itself.,-1,0
The City needs more subsidized housing.,HOUSING PRICES ARE OUT OF CONTROL.,-1,1
The City needs more subsidized housing.,The police are too reactive and authoritarian.,-1,0
The City needs more subsidized housing.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
The City needs more subsidized housing.,Embrace growth and innovation!,-1,0
The City needs more subsidized housing.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
The City needs more subsidized housing.,homeless population grows and spreads out.,-1,0
The City needs more subsidized housing.,"privatize utilities, energy, water, etc.",-1,0
The City needs more subsidized housing.,Code issues are hurting the city.,-1,0
The City needs more subsidized housing.,MAKE TAXES MORE AFFORDABLE.,-1,0
The City needs more subsidized housing.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
The City needs more subsidized housing.,WATER CONSERVATION IS A PRIORITY.,-1,0
The City needs more subsidized housing.,QUALITY OF LIFE FOR RETIREES,-1,0
The City needs more subsidized housing.,Police are overusing and abusing authority,-1,0
The City needs more subsidized housing.,CRIME IS ON THE INCREASE.,-1,0
The City needs more subsidized housing.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
The City needs more subsidized housing.,ADA COMPLIANCE IS LACKING,-1,0
The City needs more subsidized housing.,You can't make affordable housing by subsidy.,-1,0
The City needs more subsidized housing.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
The City needs more subsidized housing.,Better training of utility employees!!,-1,0
The City needs more subsidized housing.,"Effective, affordable ride-share networks are critical.",-1,0
The City needs more subsidized housing.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
The City needs more subsidized housing.,More affordable apartments for senior independent living,-1,0
The City needs more subsidized housing.,Gentrification is out of control.,-1,0
The City needs more subsidized housing.,We need cleaner streets/roads,-1,0
The City needs more subsidized housing.,PROVIDE MORE GREEN SPACE,-1,0
The City needs more subsidized housing.,The city is becoming extremely unaffordable.,-1,0
The City needs more subsidized housing.,This city needs more motor vehicle traffic lanes!!,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Traffic congestion needs major improvement,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Austin needs better public transportation,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Austin needs more affordable housing,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",security is top priority,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",We need to manage growth better.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Real estate taxes are too high,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Please provide safety for cyclists.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Utilities are too high.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",ROAD QUALITY IS POOR,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",We need infrastructure to support rapid growth,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Affordable housing for low income /working families,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Growth needs to pay for itself.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",The police are too reactive and authoritarian.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Embrace growth and innovation!,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",homeless population grows and spreads out.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN","privatize utilities, energy, water, etc.",-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Code issues are hurting the city.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",MAKE TAXES MORE AFFORDABLE.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",WATER CONSERVATION IS A PRIORITY.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",QUALITY OF LIFE FOR RETIREES,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Police are overusing and abusing authority,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",CRIME IS ON THE INCREASE.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",ADA COMPLIANCE IS LACKING,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",You can't make affordable housing by subsidy.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Better training of utility employees!!,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN","Effective, affordable ride-share networks are critical.",-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",More affordable apartments for senior independent living,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",Gentrification is out of control.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",We need cleaner streets/roads,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",PROVIDE MORE GREEN SPACE,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",The city is becoming extremely unaffordable.,-1,0
"ONE IS NOT ENOUGH TERMINAL TAX ON HOMES FOR FUTURE FLOOD CONTROL, FORGET SUBWAYS OR PROCURE MORE REAL ESTATE TO PURSUE AND IF GOES FORWARD PROVIDE SERVICE TO SOUTH AUSTIN",This city needs more motor vehicle traffic lanes!!,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Traffic congestion needs major improvement,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Austin needs better public transportation,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Austin needs more affordable housing,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,security is top priority,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,We need to manage growth better.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Real estate taxes are too high,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Please provide safety for cyclists.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Utilities are too high.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,ROAD QUALITY IS POOR,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,We need infrastructure to support rapid growth,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Affordable housing for low income /working families,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Growth needs to pay for itself.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,The police are too reactive and authoritarian.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Embrace growth and innovation!,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,homeless population grows and spreads out.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,"privatize utilities, energy, water, etc.",-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Code issues are hurting the city.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,MAKE TAXES MORE AFFORDABLE.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,WATER CONSERVATION IS A PRIORITY.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,QUALITY OF LIFE FOR RETIREES,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Police are overusing and abusing authority,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,CRIME IS ON THE INCREASE.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,ADA COMPLIANCE IS LACKING,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,You can't make affordable housing by subsidy.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Better training of utility employees!!,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,"Effective, affordable ride-share networks are critical.",-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,More affordable apartments for senior independent living,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,Gentrification is out of control.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,We need cleaner streets/roads,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,PROVIDE MORE GREEN SPACE,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,The city is becoming extremely unaffordable.,-1,0
Rebates for minisplits that have no loss due to ductwork should get that $2500 subsidy that an 80% gas furnace system gets.,This city needs more motor vehicle traffic lanes!!,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Traffic congestion needs major improvement,-1,1
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Austin needs better public transportation,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Austin needs more affordable housing,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",security is top priority,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",We need to manage growth better.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Real estate taxes are too high,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Please provide safety for cyclists.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Utilities are too high.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",ROAD QUALITY IS POOR,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",We need infrastructure to support rapid growth,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Affordable housing for low income /working families,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Growth needs to pay for itself.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",The police are too reactive and authoritarian.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Embrace growth and innovation!,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",homeless population grows and spreads out.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.","privatize utilities, energy, water, etc.",-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Code issues are hurting the city.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",MAKE TAXES MORE AFFORDABLE.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",WATER CONSERVATION IS A PRIORITY.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",QUALITY OF LIFE FOR RETIREES,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Police are overusing and abusing authority,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",CRIME IS ON THE INCREASE.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",ADA COMPLIANCE IS LACKING,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",You can't make affordable housing by subsidy.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Better training of utility employees!!,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.","Effective, affordable ride-share networks are critical.",-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",More affordable apartments for senior independent living,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",Gentrification is out of control.,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",We need cleaner streets/roads,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",PROVIDE MORE GREEN SPACE,-1,0
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",The city is becoming extremely unaffordable.,-1,1
"Found employment here in the legal field from Tulsa, but cost of living is high and is traffic is monstrous.",This city needs more motor vehicle traffic lanes!!,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Traffic congestion needs major improvement,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Austin needs better public transportation,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Austin needs more affordable housing,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,security is top priority,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,We need to manage growth better.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Real estate taxes are too high,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Please provide safety for cyclists.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Utilities are too high.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,ROAD QUALITY IS POOR,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,We need infrastructure to support rapid growth,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Affordable housing for low income /working families,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Growth needs to pay for itself.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,The police are too reactive and authoritarian.,-1,0
