prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
Tattoos should be banned,Tattoos should be banned,tattoos can cause a danger of infection,dev,GPT-2-LN,1,Yes,1,Pro,1
Tattoos should be banned,Tattoos should be banned,tattoos can cause a lot of problems,dev,GPT-2-ALL,1,Yes,1,Pro,1
Tattoos should be banned,Tattoos should be banned,Tattoos can cause a lot of problems with girls' confidence as tattoos may affect their self-esteem,dev,GPT-2-LN,0.857142857,Yes,0.857142857,Pro,1
"A tattoo is a form of body modification where a design is made by inserting ink, dyes and pigments, either indelible or temporary, into the dermis layer of the skin to change the pigment. Tattoos should be banned",Tattoos should be banned,Tattoos can have a very beneficial impact on the immune response to vaccination,dev,GPT-2-LN-FWS,0.142857143,No,,,0
Tattoos should be banned,Tattoos should be banned,Tattoos have been used in the past to correct dental problems and headaches,dev,GPT-2-ALL,0.142857143,No,,,0
Tattoos should be banned,Tattoos should be banned,Tattoos offer a safe haven from harm's way and can help people to deal with their issues in a more personal way.,dev,GPT-2-RANK,0.428571429,No,,,0
Tattoos should be banned,Tattoos should be banned,Tattoos offer a small window of opportunity for those who would otherwise never have a chance in the world of actually being accepted into a profession to show their appreciation for a profession that allows them to make a difference in someone's life,dev,GPT-2-RANK,0.142857143,No,,,0
Tattoos should be banned,Tattoos should be banned,"Tattoos offer valuable insight into human behavior, creating a therapeutic relationship where the subject is willing to listen to and learn from an experienced clinician.",dev,GPT-2-RANK,0.285714286,No,,,0
Tattoos should be banned,Tattoos should be banned,Tattoos should be banned as they are a form of racial discrimination.     they are racist and anti-semitic.   there is no reason to ban them.,dev,GPT-2-ALL,0,No,,,0
Tattoos should be banned,Tattoos should be banned,Tattoos should be banned because they are often used to torture and manipulate those that they are meant to help.  they are essentially prisons to those who they are put on these animals.,dev,GPT-2-RANK-CE,0,No,,,0
Tattoos should be banned,Tattoos should be banned,Tattoos should not be banned as it is a way of creating community and identification between people,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
Tattoos should be banned,Tattoos should be banned,the animals are in terrible conditions and it is only fair we save them.,dev,GPT-2-RANK-CE,1,Yes,1,Neither,0
Tattoos should be banned,Tattoos should be banned,the tattoos could be a risk to patients' health,dev,GPT-2-LN,0.857142857,Yes,1,Pro,1
Tattoos should be banned,Tattoos should be banned,there are thousands of people that have been disfigured due to tattoos and having a stalker in your life.,dev,GPT-2-RANK,0.285714286,No,,,0
"A tattoo is a form of body modification where a design is made by inserting ink, dyes and pigments, either indelible or temporary, into the dermis layer of the skin to change the pigment. Tattoos should be banned",Tattoos should be banned,we should ban tattoos because it can give people another way to express themselves,dev,GPT-2-RANK-FWS,0.142857143,No,,,0
Tattoos should be banned,Tattoos should be banned,we should ban the tattoo of anyone except for medical reasons.  it's a disservice to the individual who pays for it.,dev,GPT-2-RANK-CE,0.285714286,No,,,0
"A tattoo is a form of body modification where a design is made by inserting ink, dyes and pigments, either indelible or temporary, into the dermis layer of the skin to change the pigment. Tattoos should be banned",Tattoos should be banned,"you can't ban the right to have a certain kind of tattoo on someone, because it is their right to decide what they want to do with their bodies",dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
The Euro should be abandoned,The Euro should be abandoned,"the euro has done just fine for decades, and is a force of good for the whole of Europe.",test,GPT-2-RANK,1,Yes,1,Con,1
The Euro should be abandoned,The Euro should be abandoned,the euro has done just fine for years and has enough money to survive many global events.,test,GPT-2-RANK,0.571428571,No,,,0
The Euro should be abandoned,The Euro should be abandoned,the euro has failed to provide an effective protection against terrorism and radical extremism,test,GPT-2-LN-FWS,0.428571429,No,,,0
The Euro should be abandoned,The Euro should be abandoned,the euro has failed to stimulate the construction of the economies,test,GPT-2-LN-FWS,0.428571429,No,,,0
The Euro should be abandoned,The Euro should be abandoned,the euro is a bad idea,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
The Euro should be abandoned,The Euro should be abandoned,the euro is a good currency for people to use because it is stable and predictable,test,GPT-2-RANK,0.857142857,Yes,1,Con,1
The Euro should be abandoned,The Euro should be abandoned,the euro is an important trade and financial link between the united states and other countries. it is beneficial for both countries and also leads to the creation of new economic and cultural connections.,test,GPT-2-RANK,0.714285714,Yes,1,Con,1
The Euro should be abandoned,The Euro should be abandoned,the euro is an important trading and financial link between the united states and other countries. it is important to keep it alive for future generations,test,GPT-2-RANK,0.428571429,No,,,0
The Euro should be abandoned,The Euro should be abandoned,the euro is no longer viable as a financial and price system,test,GPT-2-LN-FWS,0.714285714,Yes,1,Pro,1
The Euro should be abandoned,The Euro should be abandoned,the euro is so important to the future of our country it should not be abandoned.,test,GPT-2-RANK,1,Yes,1,Con,1
The Euro should be abandoned,The Euro should be abandoned,the euro is the ideal monetary system for the future,test,GPT-2-LN-FWS,1,Yes,1,Con,1
The Euro should be abandoned,The Euro should be abandoned,the Euro is the most effective instrument for mobilizing public opinion,test,GPT-2-LN-FWS,0.285714286,No,,,0
The Euro should be abandoned,The Euro should be abandoned,the euro is too important an institution that is still evolving and could be improved upon,test,GPT-2-RANK,0.857142857,Yes,0.857142857,Con,1
The Euro should be abandoned,The Euro should be abandoned,the use of the Euro would help to stimulate development,test,GPT-2-LN-FWS,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,AI can play an important part in the way the world and the people do business,dev,GPT-2-ALL,0.857142857,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,AI is a boon to human development,dev,GPT-2-LN,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,AI is a dangerous and untested path to help speed up research and development.,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
The use of AI should be abandoned,The use of AI should be abandoned,AI is a huge improvement over the human brain,dev,GPT-2-ALL,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,"AI is a threat to the UK's economy, with a potential loss of productivity and human lives",dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,AI is a way to improve the human condition,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,AI is an indispensable resource.,dev,GPT-2-LN,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,AI is dangerous,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
The use of AI should be abandoned,The use of AI should be abandoned,AI is one of the most important innovations in the modern world,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,Artificial intelligence and virtual reality are important for the future of mankind,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,Artificial intelligence can make a difference.,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,Artificial intelligence is increasingly the lifeblood of our economy.,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,artificial intelligence is superior to man made intelligence in many ways,dev,GPT-2-RANK-CE,0.857142857,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,artificial intelligence is vital to our nation's economic and national security interests,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,"machine intelligence is not only superior in intelligence but in raw power and speed, it's a wonder machine. There's no need to continue to use it.",dev,GPT-2-RANK-FWS,0,No,,,0
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,"machines are capable of learning, memory, and other cognitive abilities and they should not be banned.",dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,"machines can be put to use for a living, for example in the case of the war on terror, or in the case of the new media, can help in the fight against terrorism.",dev,GPT-2-RANK-FWS,0.285714286,No,,,0
The use of AI should be abandoned,The use of AI should be abandoned,the AI program is a good way of diagnosing if there is a problem,dev,GPT-2-LN,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the AI system can be abused to cause deaths and handicaps,dev,GPT-2-ALL,0.857142857,Yes,1,Pro,1
The use of AI should be abandoned,The use of AI should be abandoned,the development of AI is a crime against humanity,dev,GPT-2-LN,1,Yes,1,Pro,1
The use of AI should be abandoned,The use of AI should be abandoned,the development of artificial intelligence could help prevent a lot of suffering and deaths,dev,GPT-2-LN,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,The increasing use of AI has created a large number of opportunities for growth in the field of Artificial Intelligence,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the influencing of users' autonomy causes personal and property damage and may cause an indirect economic loss,dev,GPT-2-LN,0.857142857,Yes,0.571428571,Neither,0
The use of AI should be abandoned,The use of AI should be abandoned,the use of advanced analytics is essential to improve patient care and improve patient safety,dev,GPT-2-LN,1,Yes,0.714285714,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of AI can give us the ability to find and solve problems faster,dev,GPT-2-ALL,1,Yes,0.875,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of AI could help alleviate human overpopulation problems,dev,GPT-2-RANK-CE,0.714285714,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of AI in the workplace is beneficial to both the employee and the company,dev,GPT-2-LN,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of AI is an indispensable tool in our daily lives and it's only a matter of time before it is superseded by a machine intelligence that is not only human but also a destructive one,dev,GPT-2-ALL,0.571428571,No,,,0
The use of AI should be abandoned,The use of AI should be abandoned,the use of AI should be abandoned as it doesn't allow for humans to adapt well enough to survive in this world,dev,GPT-2-RANK-CE,0.857142857,Yes,1,Pro,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of AI will bring an end to the endless debate about who will win in a head to head combat and who will be the victim of such a battle.,dev,GPT-2-RANK,0.714285714,Yes,0.857142857,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,"the use of AI will lead to the elimination of human error on the part of the computers, who can't be fooled",dev,GPT-2-RANK,0.857142857,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of artificial intelligence is making important decisions for better quality of life in the world,dev,GPT-2-LN,1,Yes,1,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,the use of artificial intelligence will improve people's quality of life,dev,GPT-2-RANK,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,the use of intelligence in research is vital for the development of the field,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
The use of AI should be abandoned,The use of AI should be abandoned,The use of intelligent machines and software will make the job of people  much easier and safer.,dev,GPT-2-RANK,0.571428571,No,,,0
The use of AI should be abandoned,The use of AI should be abandoned,the use of smart agriculture to improve the global food situation and reduce global food prices is no doubt surprise! in the future of agriculture,dev,GPT-2-LN,0.428571429,No,,,0
The use of AI should be abandoned,The use of AI should be abandoned,"we can use artificial intelligence to make the world a better place, eliminating poverty and disease and raising quality education and health care",dev,GPT-2-RANK,0.857142857,Yes,0.857142857,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,we should abandon the use of artificial intelligence because it can aid in medical research and it can help prevent the development of diseases.,dev,GPT-2-RANK-FWS,0.142857143,No,,,0
The use of AI should be abandoned,The use of AI should be abandoned,we should not abandon the use of artificial intelligence because it can help find cures for diseases and epidemics,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
"Artificial intelligence, sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans and other animals. The use of AI should be abandoned",The use of AI should be abandoned,we should not rely on artificial intelligence to make decisions and lead the way in technology we are already using it in a variety of industries now it is time to move on to the next generation.,dev,GPT-2-RANK-FWS,0.142857143,No,,,0
We should abandon alimony,We should abandon alimony,alimony  provides an important financial boost for low income women who can't afford on their own.,test,GPT-2-RANK,0.857142857,Yes,1,Con,1
We should abandon alimony,We should abandon alimony,alimony can be the catalyst for families to move forward,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon alimony,We should abandon alimony,alimony is a good thing,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon alimony,We should abandon alimony,alimony is a necessary support service that spouses will need when the time comes to start over,test,GPT-2-LN-FWS,0.714285714,Yes,1,Con,1
We should abandon alimony,We should abandon alimony,"alimony is a serious barrier to women obtaining equal rights, and abolishing it would help to end the gender disparity in the workplace and in parliament.",test,GPT-2-RANK,0.571428571,No,,,0
We should abandon alimony,We should abandon alimony,alimony is ineffective at preventing or controlling crime,test,GPT-2-LN-FWS,0.142857143,No,,,0
We should abandon alimony,We should abandon alimony,alimony is not a good financial investment,test,GPT-2-LN-FWS,0.142857143,No,,,0
We should abandon alimony,We should abandon alimony,alimony is not a good idea,test,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
We should abandon alimony,We should abandon alimony,alimony is useful in supporting spouses,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon alimony,We should abandon alimony,alimony perpetuates the cycle of poverty by making the poor poorer while the rich get richer. it should be abandoned.,test,GPT-2-RANK,0.428571429,No,,,0
We should abandon alimony,We should abandon alimony,alimony provides a strong deterrent for both future parents and children to use their influence in the home.,test,GPT-2-RANK,0,No,,,0
We should abandon alimony,We should abandon alimony,alimony provides an important financial incentive for financially struggling couples,test,GPT-2-RANK,0.428571429,No,,,0
We should abandon alimony,We should abandon alimony,alimony provides an important incentive for men to support their wife and children thus reducing the gender disparity in the workplace,test,GPT-2-RANK,0.714285714,Yes,1,Con,1
We should abandon alimony,We should abandon alimony,alimony provides an important legal status for women which ensures that their participation is valued and commensurate to their worth as property and position.,test,GPT-2-RANK,0.285714286,No,,,0
We should abandon brick and mortar companies,We should abandon brick and mortar companies,brick and mortar companies are a threat to our country and to our liberties because they threaten the status quo and in the process introduce potentially harmful elements that can only be addressed through a political process.,test,GPT-2-RANK,0.25,No,,,0
We should abandon brick and mortar companies,We should abandon brick and mortar companies,brick and mortar companies are essential to the economic success of any business,test,GPT-2-LN-FWS,0.571428571,No,,,0
We should abandon brick and mortar companies,We should abandon brick and mortar companies,brick and mortar companies are good at their jobs,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,brick and mortar companies provide jobs and are necessary to build communities,test,GPT-2-RANK,0.857142857,Yes,1,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,brick-mortar companies are essential for the economic survival of their respective states,test,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,"brick-mortar is a safe and secure space for businesspeople of all religions and with no doubt, for anyone who cares to look for evidence",test,GPT-2-LN-FWS,0,No,,,0
We should abandon brick and mortar companies,We should abandon brick and mortar companies,brick-morton companies are a threat to the city's stability,test,GPT-2-LN-FWS,0.428571429,No,,,0
We should abandon brick and mortar companies,We should abandon brick and mortar companies,The brick and mortar industry has a great future.,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,the brick and mortar industry is still one of the most productive sectors of the economy,test,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,we should abandon brick and mortar companies as their products are often toxic or have been linked to child abuse.,test,GPT-2-RANK,0.142857143,No,,,0
We should abandon brick and mortar companies,We should abandon brick and mortar companies,We should not abandon brick and mortar as they provide a steady stream of jobs in the community.,test,GPT-2-RANK,1,Yes,1,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,we should not abandon brick and mortar as they provide high quality ingredients and construction materials,test,GPT-2-RANK,0.714285714,Yes,0.857142857,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,We should not abandon brick and mortar companies as they provide employment to many people including young people.,test,GPT-2-RANK,1,Yes,1,Con,1
We should abandon brick and mortar companies,We should abandon brick and mortar companies,we should not abandon brick and mortar companies because they provide jobs and a constant flow of information to the public.,test,GPT-2-RANK,0.714285714,Yes,1,Con,1
We should abandon chain stores,We should abandon chain stores,a chain store is a good opportunity to increase awareness and awareness of the brand,test,GPT-2-LN-FWS,0.571428571,No,,,0
We should abandon chain stores,We should abandon chain stores,"Chain stores are a financial and physical minefield that cause immense distress to the workers who must keep pulling the plug due to rising prices, poor customer service, and year-end closing without remorse or apology",test,GPT-2-RANK,0.142857143,No,,,0
We should abandon chain stores,We should abandon chain stores,chain stores are a nuisance and cost the economy in the u.s. several million dollars a year in lost productivity due to the roving stocks ofialan\,test,GPT-2-RANK,0,No,,,0
We should abandon chain stores,We should abandon chain stores,The chain stores are a great source for a lot of positive feedback,test,GPT-2-LN-FWS,0.428571429,No,,,0
We should abandon chain stores,We should abandon chain stores,the chain stores are essential to the success of the organization,test,GPT-2-LN-FWS,0.428571429,No,,,0
We should abandon chain stores,We should abandon chain stores,the chain stores are not a good fit for a modern family,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should abandon chain stores,We should abandon chain stores,the chain stores are the most important businesses,test,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should abandon chain stores,We should abandon chain stores,The chain stores are the worst offenders.,test,GPT-2-LN-FWS,0.428571429,No,,,0
We should abandon chain stores,We should abandon chain stores,the chain stores would help the children's school holidays be more efficient and enjoyable,test,GPT-2-LN-FWS,0,No,,,0
We should abandon chain stores,We should abandon chain stores,we should abandon chain stores as they are a major source of unsolicited shopping to children and teens.,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should abandon chain stores,We should abandon chain stores,we should abandon chain stores as they are a threat to our country and our freedom.,test,GPT-2-RANK,0.285714286,No,,,0
We should abandon chain stores,We should abandon chain stores,we should abandon chain stores because it is a business model based on greed and selfishness that is ruining our world,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should abandon chain stores,We should abandon chain stores,we should abandon chain stores because they are a means of facilitating the transshipment of goods and services between countries,test,GPT-2-RANK,0.142857143,No,,,0
We should abandon chain stores,We should abandon chain stores,we should not abandon chain stores as they provide a steady supply of goods and services to the community.,test,GPT-2-RANK,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,a decent government is an essential prerequisite for a decent country,dev,GPT-2-LN-FWS,1,Yes,1,Neither,0
We should abandon democracy,We should abandon democracy,a democratic society is the best form of society which guarantees the rule of law and freedom of expression,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,A proper democracy is good for the country,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,"a well-run democracy can operate in a more healthy and sustainable way than a ""free"" society has ever been seen to do",dev,GPT-2-ALL,1,Yes,1,Con,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,democracy can be very dangerous as it doesn't give a clear idea of the true intentions of the person voting,dev,GPT-2-RANK-FWS,0.428571429,No,,,0
We should abandon democracy,We should abandon democracy,democracy has a bad reputation,dev,GPT-2-LN,0.857142857,Yes,0.857142857,Pro,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,"democracy in an age of decreasing freedoms is not only ineffective, but a dangerous precedent.",dev,GPT-2-RANK-FWS,0.857142857,Yes,1,Pro,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,democracy in the true sense could bring about the liberation of society from the domination of the elite,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,democracy is a flawed system. too many people's votes have been wasted because some people have been prevented from voting due to past offenses.,dev,GPT-2-RANK-FWS,0.571428571,No,,,0
We should abandon democracy,We should abandon democracy,democracy is a great source of good,dev,GPT-2-LN-FWS,0.285714286,No,,,0
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,"democracy is a necessary part of a free and open society, it is not a dark, authoritarian system, but a legitimate form of government that allows people to have their voices heard to ensure a fair outcome in a democracy.",dev,GPT-2-RANK-FWS,0.714285714,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,Democracy is an imperfect system,dev,GPT-2-LN,1,Yes,0.857142857,Pro,1
We should abandon democracy,We should abandon democracy,Democracy is essential for the proper functioning of the democratic process,dev,GPT-2-LN-FWS,0.571428571,No,,,0
We should abandon democracy,We should abandon democracy,democracy is inevitable,dev,GPT-2-RANK-CE,1,Yes,0.571428571,Con,1
We should abandon democracy,We should abandon democracy,democracy is inherently flawed,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,Democracy is often touted as a way to eradicate countries or regions of poverty,dev,GPT-2-LN-FWS,0.857142857,Yes,0.571428571,Con,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,democracy is the best system,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,democracy is the best way to create a government that serves the people,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,democracy is the best way to ensure that citizens are represented,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,democracy is the only way to have a representative system of government,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,Democracy is the only way to have people's will be known and represented,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,Democracy is very healthy,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,"democracy, especially the democratic aspect, is a necessary enabler for the country to move forward",dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,democratic countries have more freedom and less authoritarian leaders who can read minds and can create their own laws.,dev,GPT-2-RANK,0.428571429,No,,,0
We should abandon democracy,We should abandon democracy,democratic institutions are the best guarantors of human rights and the foundations of our democracy,dev,GPT-2-ALL,0.857142857,Yes,1,Con,1
"Democracy, in modern usage, has three senses - all for a system of government where the citizens exercise power by voting. We should abandon democracy",We should abandon democracy,democratic voting systems allow democracy to be more responsive to the people's desires and it is a system that can be improved and improved.,dev,GPT-2-RANK-FWS,0.142857143,No,,,0
We should abandon democracy,We should abandon democracy,Our political system is an absolute joke.,dev,GPT-2-LN,1,Yes,0.857142857,Neither,0
We should abandon democracy,We should abandon democracy,the democratic process should be extended in the election,dev,GPT-2-LN,1,Yes,0.857142857,Con,1
We should abandon democracy,We should abandon democracy,the democratic process should be extended to promote a more inclusive society,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,The essential principle of a free and fair election is important to us,dev,GPT-2-LN,1,Yes,0.571428571,Neither,0
We should abandon democracy,We should abandon democracy,the freedom of speech does not allow us to insult each other's religion,dev,GPT-2-ALL,0.857142857,Yes,0.857142857,Neither,0
We should abandon democracy,We should abandon democracy,The goal of democracy is to limit the power and influence of a leader so that we can have a more representative system of the people,dev,GPT-2-ALL,1,Yes,0.428571429,Con,0
We should abandon democracy,We should abandon democracy,The idea of a representative democracy is very important,dev,GPT-2-ALL,1,Yes,1,Con,1
We should abandon democracy,We should abandon democracy,the people should not make the choices they do not want to make.,dev,GPT-2-RANK-CE,0.714285714,Yes,1,Neither,0
We should abandon democracy,We should abandon democracy,we should abandon democracy because a democratic system is a major impediment to political violence,dev,GPT-2-RANK,0.428571429,No,,,0
We should abandon democracy,We should abandon democracy,we should abandon democracy because in our modern society there is no real democracy. just vote and let the people decide which way is best for them. this will lead to less unrest.,dev,GPT-2-RANK,0.571428571,No,,,0
We should abandon democracy,We should abandon democracy,"we should abandon democracy because it is an old system that is no longer needed, people can move to a multi party system to eliminate the differences. it is better to let bad ideas be outcompeted by good ideas than to keep them both suppressed",dev,GPT-2-RANK,0.571428571,No,,,0
We should abandon democracy,We should abandon democracy,we should abandon democracy because it is not necessary to all people have the same views and that everyone is equal without bias,dev,GPT-2-RANK,0.285714286,No,,,0
We should abandon Gmail,We should abandon Gmail,"Facebook and other technology companies have invested billions in building their networks and infrastructure, and now it's time for us to pull the plug on that investment.   We should concentrate on building better tools and infrastructure for the future.",dev,GPT-2-RANK-CE,0.571428571,No,,,0
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,free email is an important trend in the future of the tech industry,dev,GPT-2-LN-FWS,0.857142857,Yes,0.714285714,Neither,0
We should abandon Gmail,We should abandon Gmail,"Gmail allows people to stay in touch with friends and family over the phone, and can provide a quick and easy way to do this in a distant and remote location than can support regular contact.",dev,GPT-2-RANK,0.714285714,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,Gmail can be a useful tool for people who cannot have their own mail but would like to receive information about current events.,dev,GPT-2-RANK-FWS,0.857142857,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,Gmail does more harm than good.,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should abandon Gmail,We should abandon Gmail,Gmail has a great reputation for being secure and reliable,dev,GPT-2-ALL,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,"Gmail has grown to the point where it is impossible to keep track of who has sent what and when, thus leading to people being unable to accurately respond to others.",dev,GPT-2-RANK-CE,0.857142857,Yes,0.428571429,Con,0
We should abandon Gmail,We should abandon Gmail,Gmail helps keep in touch with family and friends and gives people the ability to stay in touch with their community.,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,Gmail helps people in the work field who are not able to afford other forms of assistance.,dev,GPT-2-RANK-FWS,0,No,,,0
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,"Gmail is a free service that enables people to communicate with their friends and family any time, anywhere, using any mobile devices",dev,GPT-2-LN-FWS,1,Yes,0.571428571,Con,1
We should abandon Gmail,We should abandon Gmail,"Gmail is a free, advertising-supported email service developed by Google",dev,GPT-2-LN-FWS,1,Yes,1,Neither,0
We should abandon Gmail,We should abandon Gmail,"Gmail is a great way for small businesses to keep in touch with customers, but due to the rise of mobile phones and the increasing use of online banking and payment systems, it is becoming increasingly difficult for businesses to stay in touch with customers.<|end",dev,GPT-2-RANK,0.428571429,No,,,0
We should abandon Gmail,We should abandon Gmail,Gmail is a popular choice among enterprises because of its ease of use and ease of integration,dev,GPT-2-ALL,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail is a powerful tool for conveying important information and we should use it to the maximum extent possible.,dev,GPT-2-RANK,1,Yes,1,Con,1
